corpus	method	work_id	title	year	verdict	tier	claimed_count	supported_count	supported_criteria	macro_cluster	subcluster	macro_silhouette	subcluster_silhouette
audited	semantic	w_4dde14dbe58ab00c	Decoupling Dynamical Richness from Representation Learning: Towards Practical Measurement	2024	EXCLUDE	TIER_3	1	0		M07	S17	0.021999	0.108452
audited	semantic	w_00352f2c07e55403	Deep Grokking: Would Deep Neural Networks Generalize Better?	2024	EXCLUDE	TIER_3	2	0		M06	S12	0.247829	0.201706
audited	semantic	w_811a8cd021958e82	Deep Networks Always Grok and Here is Why	2024	INCLUDE	TIER_2	2	3	SCALING,CRITICALITY,NOVEL_BASIS	M07	S17	0.048374	0.127218
audited	semantic	w_3be7feda647d0399	Deficits in Prediction Ability Trigger Asymmetries in Behavior and Internal Representation	2020	EXCLUDE	TIER_3	1	0		M09	S23	-0.013186	-0.059056
audited	semantic	w_b0c3a03ae75a81b6	Different timescales of neural activities introduce different representations of task-relevant information	2024	EXCLUDE	TIER_3	1	0		M08	S21	-0.042108	-0.02577
audited	semantic	w_a6027fec6ac3ab9a	Differential learning kinetics govern the transition from memorization to generalization during in-context learning	2024	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M09	S23	0.181175	0.003344
audited	semantic	w_c07a59665ec95bc8	Discovery of a Hematopoietic Manifold in scGPT Yields a Method for Extracting Performant Algorithms from Biological Foundation Model Internals	2026	EXCLUDE	TIER_3	4	1	COMPRESSION	M03	S06	-0.063977	-0.07851
audited	semantic	w_8af770f5f86d5ac0	Distinct mechanisms underlying in-context learning in transformers	2026	INCLUDE	TIER_1	3	3	SCALING,CRITICALITY,NOVEL_BASIS	M09	S23	-0.021919	-0.050035
audited	semantic	w_fc836b91e5d6562b	Early-Warning Signals of Grokking via Loss-Landscape Geometry	2026	EXCLUDE	TIER_3	5	0		M06	S14	0.203283	0.013245
audited	semantic	w_848983c423304f71	Emergence and Effectiveness of Task Vectors in In-Context Learning: An Encoder Decoder Perspective	2024	INCLUDE	TIER_2	1	2	SCALING,COMPRESSION	M05	S08	-0.086205	0.152248
audited	semantic	w_3e38a37eef49442d	Emergence and Evolution of Interpretable Concepts in Diffusion Models	2025	EXCLUDE	TIER_3	2	0		M03	S06	-0.008044	0.08067
audited	semantic	w_a68de8b27948098c	Emergence and Function of Abstract Representations in Self-Supervised Transformers	2023	INCLUDE	TIER_2	3	2	COMPRESSION,NOVEL_BASIS	M05	S11	-0.180552	-0.190015
audited	semantic	w_982bda5c1d37d537	Emergence and Localisation of Semantic Role Circuits in LLMs	2025	EXCLUDE	TIER_3	4	1	SCALING	M05	S11	0.027008	0.093493
audited	semantic	w_13098e9f9412a76e	Emergence and reconfiguration of modular structure for artificial neural networks during continual familiarity detection	2024	EXCLUDE		0	0		M08	S20	-0.042902	0.012476
audited	semantic	w_44f0475d18d1ae59	Emergence of Abstract State Representations in Embodied Sequence Modeling	2023	EXCLUDE	TIER_3	2	0		M05	S09	-0.018799	0.027942
audited	semantic	w_78fdd214482004dc	Emergence of Complex Computational Structures From Chaotic Neural Networks Through Reward-Modulated Hebbian Learning	2012	EXCLUDE		1	0		M08	S20	0.098695	0.053894
audited	semantic	w_bc4f45853b89dbdc	Emergence of Computational Structure in a Neural Network Physics Simulator	2025	EXCLUDE	TIER_3	3	1	SCALING	M02	S03	0.104465	-0.005195
audited	semantic	w_8d615b510d4fdfec	Emergence Of Emotion Selectivity in A Deep Neural Network Trained to Recognize Visual Objects	2023	EXCLUDE	TIER_3	1	1	NOVEL_BASIS	M08	S19	0.024762	0.10604
audited	semantic	w_a87063a6344e999f	Emergence of Episodic Memory in Transformers: Characterizing Changes in Temporal Structure of Attention Scores During Training	2025	EXCLUDE	TIER_3	1	0		M02	S04	0.039034	0.046159
audited	semantic	w_a6ec62ef7863cd72	Emergence of Foveal Image Sampling from Learning to Attend in Visual Scenes	2017	INCLUDE	TIER_2	3	2	COMPRESSION,NOVEL_BASIS	M10	S24	0.083079	-0.054939
audited	semantic	w_fa8cd24377d5c54b	Emergence of Frontier Superposition: Möbius attractor and Cascade Supervision	2026	EXCLUDE	TIER_3	2	1	COMPRESSION	M03	S05	-0.045962	-0.05478
audited	semantic	w_ab07437d78318352	Emergence of functional and structural properties of the head direction system by optimization of recurrent neural networks	2019	INCLUDE	TIER_2	1	2	SCALING,NOVEL_BASIS	M10	S25	0.041936	0.035281
audited	semantic	w_b16a0b414fee96f6	Emergence of Functional Hierarchy in a Multiple Timescale Neural Network Model: A Humanoid Robot Experiment	2008	EXCLUDE	TIER_3	0	1	NOVEL_BASIS	M08	S21	0.04516	0.050035
audited	semantic	w_f1324a7120d5d1bd	Emergence of grid-like representations by training recurrent neural networks to perform spatial localization	2018	EXCLUDE	TIER_3	1	0		M10	S25	0.137477	0.142462
audited	semantic	w_4fb0e43097e56826	Emergence of Hierarchical Emotion Organization in Large Language Models	2025	EXCLUDE	TIER_3	2	0		M05	S11	0.067723	0.064125
audited	semantic	w_aaa017a83700f80c	Emergence of Invariance and Disentanglement in Deep Representations	2017	INCLUDE	TIER_2	4	2	COMPRESSION,CRITICALITY	M07	S17	0.150978	0.181318
audited	semantic	w_ef661d9c28381b11	Emergence of Minimal Circuits for Indirect Object Identification in Attention-Only Transformers	2025	EXCLUDE	TIER_3	3	1	NOVEL_BASIS	M01	S02	0.092955	0.04378
audited	semantic	w_4ae4e61584b523a8	Emergence of Network Motifs in Deep Neural Networks	2020	EXCLUDE		1	0		M08	S19	-0.036818	-0.004025
audited	semantic	w_b2e7ff70b4aa448d	Emergence of prefrontal neuron maturation properties by training recurrent neural networks in cognitive tasks	2020	EXCLUDE	TIER_3	1	0		M08	S21	0.061429	0.011964
audited	semantic	w_28a1f31e8ca599b0	Emergence of slow ramping prior to spontaneous decision states in a brain-constrained neural network model	2025	EXCLUDE		2	0		M08	S21	0.037172	0.045261
audited	semantic	w_fb96317e98530db8	Emergence of Superposition: Unveiling the Training Dynamics of Chain of Continuous Thought	2025	EXCLUDE	TIER_3	1	1	SCALING	M03	S05	-0.084551	-0.050543
audited	semantic	w_6b6ef9dd4b6a2923	Emergence of V1 connectivity pattern and Hebbian rule in a performance-optimized artificial neural network	2018	EXCLUDE	TIER_3	1	0		M08	S20	0.036645	0.026144
audited	semantic	w_17af690426c77e5f	Emergent Analogical Reasoning in Transformers	2026	EXCLUDE	TIER_3	2	1	SCALING	M01	S01	0.135107	0.213318
audited	semantic	w_4dbf08f598cd567b	Emergent behavior and neural dynamics in artificial agents tracking turbulent plumes	2022	EXCLUDE	TIER_3	2	0		M08	S18	0.050296	0.339178
audited	semantic	w_784ebe5b0f073f56	Emergent behaviour and neural dynamics in artificial agents tracking odour plumes	2023	EXCLUDE	TIER_3	1	0		M08	S18	-0.015481	0.536793
audited	semantic	w_7209270e01aef2a8	Emergent Capabilities Arise Randomly from Learning Sparse Attention Patterns	2026	INCLUDE	TIER_2	3	2	SCALING,CRITICALITY	M02	S04	-0.016248	0.048909
audited	semantic	w_76ba52abd948ee75	Emergent Communication via Causal Temporal Graph Networks: A Novel Framework for Decentralized Multi-Robot Coordination Without Explicit Message Passing	2026	EXCLUDE	TIER_3	3	0		M03	S05	0.074284	0.124289
audited	semantic	w_65f428d0eb05342f	Emergent Depthwise Activation Structure in Transformer Language Models The Hau Curve and Its Early-Training Attractor Pattern	2026	EXCLUDE	TIER_3	2	0		M02	S04	0.018004	0.007129
audited	semantic	w_dcf16633f7a33b13	Emergent Entrainment and Predictive Dynamics in Bio-Inspired Spiking Neural Networks	2026	EXCLUDE	TIER_3	1	0		M08	S21	0.145177	0.046312
audited	semantic	w_4ea8cb6a3b5fed46	Emergent Generalization by Representation Learning in Artificial Neural Networks	2026	INCLUDE	TIER_2	4	2	SCALING,COMPRESSION	M07	S17	0.083474	0.081632
audited	semantic	w_f0e2a64299044bb4	Emergent Latent-State Computation under Stochastic Volatility	2026	EXCLUDE	TIER_3	1	1	SCALING	M03	S06	-0.03835	-0.129897
audited	semantic	w_03d844719fb9df34	Emergent Lexical Synthesis Through Contextual Feedback Mechanisms in Large Language Models	2024	EXCLUDE	TIER_3	3	0		M05	S08	0.114999	0.139187
audited	semantic	w_66063956acd1233b	Emergent Linear Representations in World Models of Self-Supervised Sequence Models	2023	EXCLUDE	TIER_3	2	1	COMPRESSION	M05	S11	0.068137	-0.078297
audited	semantic	w_dd1317747d73d644	Emergent linguistic structure in artificial neural networks trained by self-supervision	2020	EXCLUDE		1	0		M05	S09	0.03574	0.085765
audited	semantic	w_f6a044308e277e6f	Emergent mechanisms for long timescales depend on training curriculum and affect performance in memory tasks	2023	INCLUDE	TIER_2	1	2	SCALING,NOVEL_BASIS	M08	S21	0.00335	0.090699
audited	semantic	w_0d3dcf550d7f718e	Emergent Misalignment Can Be Induced by Sycophancy and Reversed via Alignment Gating	2026	EXCLUDE	TIER_3	1	0		M04	S07	0.355878	0.326695
audited	semantic	w_308c48dc4aaa9e3f	Emergent modularity in large language models: Insights from aphasia simulations	2025	EXCLUDE	TIER_3	0	0		M09	S23	-0.031288	-0.083821
audited	semantic	w_18bd4894e38b3c30	Emergent Modularity in Pre-trained Transformers	2023	EXCLUDE	TIER_3	1	1	SCALING	M05	S09	-0.175576	0.001165
audited	semantic	w_f929db1156ad72b9	Emergent Moral Representations in Large Language Models Aligns with Human Conceptual, Neural, and Behavioral Moral Structure	2025	EXCLUDE	TIER_3	1	0		M05	S11	0.046878	0.07027
audited	semantic	w_b9bc4d3bac625b6d	Emergent Ordinal Geometry in Transformers Trained on Local Comparisons	2026	EXCLUDE	TIER_3	4	0		M01	S01	0.120496	0.129018
audited	semantic	w_cfed60f0df988968	Emergent Outlier View Rejection in Visual Geometry Grounded Transformers	2025	EXCLUDE	TIER_3	2	1	NOVEL_BASIS	M10	S24	-0.098606	0.057133
audited	semantic	w_a78497f1c2544ef9	Emergent Representations of Program Semantics in Language Models Trained on Programs	2023	EXCLUDE	TIER_3	1	0		M05	S09	0.147057	0.100031
audited	semantic	w_a102e93eb2f0b4fe	Emergent Search and Backtracking in Latent Reasoning Models	2026	EXCLUDE	TIER_3	1	0		M03	S05	0.025918	0.081159
audited	semantic	w_b7c2381a27c702c4	Emergent Stack Representations in Modeling Counter Languages Using Transformers	2025	EXCLUDE	TIER_3	1	0		M05	S09	-0.106144	-0.025191
audited	semantic	w_31d5e4082601879a	Emergent Structured Representations Support Flexible In-Context Inference in Large Language Models	2026	EXCLUDE	TIER_3	1	1	COMPRESSION	M05	S11	0.137521	0.0102
audited	semantic	w_196fc85332b551c5	Emergent Structures and Training Dynamics in Large Language Models	2022	EXCLUDE	TIER_3	1	0		M05	S09	0.000273	0.111608
audited	semantic	w_e219fcd05aa4ac72	Emergent Symbol-like Number Variables in Artificial Neural Networks	2025	INCLUDE	TIER_2	3	2	SCALING,NOVEL_BASIS	M08	S20	-0.041238	0.002072
audited	semantic	w_cb00fb1bab7f3b7f	Emergent Symbolic Mechanisms Support Abstract Reasoning in Large Language Models	2025	INCLUDE	TIER_1	1	3	COMPRESSION,NOVEL_BASIS,GENERALISATION	M01	S01	-0.0368	0.06333
audited	semantic	w_3e42f09a386d12e1	Emergent temporal abstractions in autoregressive models enable hierarchical reinforcement learning	2025	EXCLUDE	TIER_3	4	1	COMPRESSION	M03	S05	0.031842	0.099261
audited	semantic	w_183237c2b47ef789	Emergent Vector Embedding Shaping in Large Language Models Through Novel Multi-Path Neural Architectures	2024	EXCLUDE	TIER_3	4	0		M05	S08	0.082852	0.130175
audited	semantic	w_47bf4f8fc88f3cb8	Emergent World Beliefs: Exploring Transformers in Stochastic Games	2025	EXCLUDE	TIER_3	2	0		M03	S05	0.087289	0.166962
audited	semantic	w_6b8b0f146292001a	Emergent World Models and Latent Variable Estimation in Chess-Playing Language Models	2024	EXCLUDE	TIER_3	3	0		M03	S05	-0.051902	0.062592
audited	semantic	w_ae5660e37ed8d376	Emergent World Representations: Exploring a Sequence Model Trained on a Synthetic Task	2022	EXCLUDE	TIER_3	1	0		M05	S09	0.047881	0.128868
audited	semantic	w_afd5289886580185	Emergent World Representations in OpenVLA	2025	EXCLUDE	TIER_3	3	0		M03	S05	-0.004906	-0.002406
audited	semantic	w_06e9a506745ea5b3	Evidence of Phase Transitions in Small Transformer-Based Language Models	2025	EXCLUDE	TIER_3	2	1	SCALING	M02	S04	0.213246	0.121495
audited	semantic	w_63d2efb7962dd788	Evolving reservoir computers reveal bidirectional coupling between predictive power and emergent dynamics	2026	INCLUDE	TIER_2	1	2	SCALING,COMPRESSION	M08	S20	-0.018878	-0.027001
audited	semantic	w_5dad8438d08739da	Exact Learning Dynamics of In-Context Learning in Linear Transformers and Its Application to Non-Linear Transformers	2025	EXCLUDE	TIER_3	4	0		M02	S03	0.047784	0.074723
audited	semantic	w_0daa43451a63b0d5	Excitatory-inhibitory recurrent dynamics produce robust visual grids and stable attractors	2022	INCLUDE	TIER_2	3	2	COMPRESSION,NOVEL_BASIS	M08	S20	-0.087883	-0.067123
audited	semantic	w_928be1de7f678ed8	ExPLAIND: Unifying Model, Data, and Training Attribution to Study Model Behavior	2025	EXCLUDE	TIER_3	1	0		M03	S06	-0.170891	-0.16773
audited	semantic	w_cddfb17d263e3744	Explaining Grokking and Information Bottleneck through Neural Collapse Emergence	2025	INCLUDE	TIER_2	4	2	SCALING,COMPRESSION	M07	S17	-0.104527	-0.013262
audited	semantic	w_2c0c064d65d2971a	Explaining Grokking in Transformers through the Lens of Inductive Bias	2026	EXCLUDE	TIER_3	2	1	SCALING	M06	S12	0.042742	-0.083235
audited	semantic	w_a98ab65706b90112	Explaining grokking through circuit efficiency	2023	EXCLUDE	TIER_3	2	0		M06	S12	0.1832	-0.007129
audited	semantic	w_9977306cc3994536	Exploring Grokking: Experimental and Mechanistic Investigations	2024	EXCLUDE	TIER_3	2	0		M06	S12	0.162445	0.001916
audited	semantic	w_45a112f0ccfe5c13	Feature emergence via margin maximization: case studies in algebraic tasks	2023	INCLUDE	TIER_1	2	3	SCALING,COMPRESSION,NOVEL_BASIS	M07	S17	0.043238	0.0289
audited	semantic	w_c14141577a386c75	Feature Identification via the Empirical NTK	2025	EXCLUDE	TIER_3	2	0		M05	S10	-0.092568	-0.090122
audited	semantic	w_50a8d749e31274a5	Feature Lottery? A Bifurcation Theory of Concept Emergence	2026	EXCLUDE	TIER_3	4	0		M07	S17	0.074156	0.137494
audited	semantic	w_324dfcccfb988427	Features Emerge as Discrete States: The First Application of SAEs to 3D Representations	2025	EXCLUDE	TIER_3	2	0		M03	S06	-0.037792	-0.048313
audited	semantic	w_6bc585648f75a51c	Fine-Tuning Enhances Existing Mechanisms: A Case Study on Entity Tracking	2024	EXCLUDE	TIER_3	0	0		M05	S08	-0.016622	0.135024
audited	semantic	w_9f73d3436486bd59	Flatness is Necessary, Neural Collapse is Not: Rethinking Generalization via Grokking	2025	EXCLUDE	TIER_3	1	0		M06	S12	0.128434	0.047049
audited	semantic	w_a1ccd9bf44a17fd9	From Compression to Expression: A Layerwise Analysis of In-Context Learning	2025	EXCLUDE	TIER_3	3	1	COMPRESSION	M05	S08	0.009128	0.236512
audited	semantic	w_c8a949e793b32b4d	From Condensation to Rank Collapse: A Two-Stage Analysis of Transformer Training Dynamics	2025	EXCLUDE	TIER_3	1	1	SCALING	M02	S03	0.105158	0.095799
audited	semantic	w_87462cebc24e3c1e	From movement to cognitive maps: recurrent neural networks reveal how locomotor development shapes hippocampal spatial coding	2026	INCLUDE	TIER_2	2	2	SCALING,NOVEL_BASIS	M10	S25	0.264542	0.325664
audited	semantic	w_09f63ee8fae242b4	From Texts to Scores: Tracing the Emergence of Essay Quality Representations in Large Language Models	2026	EXCLUDE	TIER_3	1	0		M05	S11	0.078642	0.001608
audited	semantic	w_39ca6ff1e5e8821c	Function Vectors in Large Language Models	2024	EXCLUDE	TIER_3	3	1	COMPRESSION	M05	S08	0.016549	0.197573
audited	semantic	w_706a559e41355dab	Get rich quick: exact solutions reveal how unbalanced initializations promote rapid feature learning	2024	EXCLUDE	TIER_3	3	0		M07	S17	0.038754	0.152803
audited	semantic	w_02b805ef4183bf30	Global Low-Rank, Local Full-Rank: The Holographic Encoding of Learned Algorithms	2026	EXCLUDE	TIER_3	4	1	SCALING	M06	S14	0.164978	0.045248
audited	semantic	w_27f0a0911b68ee3a	Gradient-based learning drives robust representations in recurrent neural networks by balancing compression and expansion	2022	INCLUDE	TIER_2	2	2	SCALING,COMPRESSION	M08	S20	-0.038766	0.037381
audited	semantic	w_0c4ffd6cc3a55132	GrokAlign: Geometric Characterisation and Acceleration of Grokking	2025	EXCLUDE	TIER_3	2	1	SCALING	M06	S12	0.15781	0.006549
audited	semantic	w_2dc38e0d59add635	Grokfast: Accelerated Grokking by Amplifying Slow Gradients	2026	EXCLUDE	TIER_3	2	0		M06	S12	0.251157	0.127431
audited	semantic	w_afad86afa06c34cd	Grokked Models are Better Unlearners	2025	EXCLUDE	TIER_3	2	0		M06	S12	0.223162	0.070075
audited	semantic	w_5230ec460b7adaac	Grokked Transformers are Implicit Reasoners: A Mechanistic Journey to the Edge of Generalization	2024	EXCLUDE	TIER_3	2	1	SCALING	M01	S01	0.200793	0.28377
audited	semantic	w_35bf58ca4093d76e	Grokking and epoch-wise double descent in quantum neural networks	2026	INCLUDE	TIER_2	4	3	SCALING,COMPRESSION,CRITICALITY	M07	S15	0.039899	0.258849
audited	semantic	w_9db7d6568bb89686	Grokking as a First Order Phase Transition in Two Layer Networks	2023	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M06	S12	0.114244	-0.10821
audited	semantic	w_8a9381903c1dcd61	Grokking as an entanglement transition in tensor network machine learning	2025	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M06	S14	-0.017505	-0.120886
audited	semantic	w_445558f210a709ae	Grokking as Dimensional Phase Transition in Neural Networks	2026	EXCLUDE	TIER_3	3	1	SCALING	M06	S14	0.07991	0.026702
audited	semantic	w_2b77293cdef4c93f	Grokking as Structural Inference: Transformers Need Bayesian Lottery Tickets	2026	INCLUDE	TIER_2	3	2	SCALING,NOVEL_BASIS	M09	S22	-0.001277	0.09257
audited	semantic	w_7d49d4691f9f672f	Grokking as the Transition from Lazy to Rich Training Dynamics	2023	EXCLUDE	TIER_3	2	1	SCALING	M06	S12	0.167659	0.054894
audited	semantic	w_adc88773b79a9aaa	Grokking Beyond Addition: Circuit-Level Analysis of Algebraic Learning in Transformers	2026	EXCLUDE	TIER_3	1	0		M06	S13	0.098604	0.275915
audited	semantic	w_055282d4fa8fa8da	Grokking Beyond the Euclidean Norm of Model Parameters	2025	INCLUDE	TIER_2	2	2	SCALING,COMPRESSION	M06	S14	0.177766	-0.003315
audited	semantic	w_81d6e36f6ecc9ed2	Grokking Finite-Dimensional Algebra	2026	EXCLUDE	TIER_3	2	0		M06	S12	0.238189	0.00162
audited	semantic	w_1dc233460f682f8e	Grokking Group Multiplication with Cosets	2023	EXCLUDE	TIER_3	1	0		M06	S13	0.116252	0.175969
audited	semantic	w_4c3b5856ae66ad33	Grokking in Linear Models for Logistic Regression	2026	EXCLUDE	TIER_3	1	0		M06	S12	0.223102	0.11228
audited	semantic	w_d12533ac9aa3bdae	Grokking in LLM Pretraining? Monitor Memorization-to-Generalization without Test	2025	EXCLUDE	TIER_3	2	0		M06	S12	0.192002	0.128613
audited	semantic	w_27942ed36ff06a48	Grokking in the Ising model	2026	EXCLUDE	TIER_3	2	1	SCALING	M06	S12	0.231048	0.123367
audited	semantic	w_7636520e4c22ae54	Grokking in the Wild: Data Augmentation for Real-World Multi-Hop Reasoning with Transformers	2025	EXCLUDE	TIER_3	3	0		M01	S01	0.143209	0.208359
audited	semantic	w_9db09dfae393db2b	Grokking Modular Polynomials	2024	EXCLUDE	TIER_3	1	0		M06	S13	0.178526	0.218437
audited	semantic	w_9060ed95d2a7d552	Grokking of Implicit Reasoning in Transformers: A Mechanistic Journey to the Edge of Generalization	2024	EXCLUDE		2	0		M01	S01	0.098488	0.167218
audited	semantic	w_0299d6e9ee8584a8	Grokking via Implicit Path Norm Minimization: A Theoretical Mechanism	2026	EXCLUDE	TIER_3	2	0		M06	S14	0.209228	0.005304
audited	semantic	w_693b9d7d5ee66702	Guiding Grokking: How Curriculum Learning Shapes Algorithmic Understanding in Neural Networks	2025	EXCLUDE		3	0		M06	S12	0.27326	-0.001256
audited	semantic	w_97e9a7de7a56a516	Harmonic Loss Trains Interpretable AI Models	2025	EXCLUDE	TIER_3	1	0		M07	S16	-0.013297	0.454455
audited	semantic	w_06d338196c012d5f	Hierarchical Latent Structures in Data Generation Process Unify Mechanistic Phenomena across Scale	2026	EXCLUDE	TIER_3	1	0		M03	S06	-0.025641	-0.035898
audited	semantic	w_a3b0abb58a5c08a7	Higher Embedding Dimension Creates a Stronger World Model for a Simple Sorting Task	2025	EXCLUDE	TIER_3	2	1	SCALING	M01	S02	0.101157	-0.000391
audited	semantic	w_cbbadc97bc1c553c	Hippocampal representations emerge when training recurrent neural networks on a memory dependent maze navigation task	2020	INCLUDE	TIER_2	1	2	SCALING,NOVEL_BASIS	M10	S25	0.216185	0.27713
audited	semantic	w_040112c409ede931	Holographic Knowledge Manifolds: A Novel Pipeline for Continual Learning Without Catastrophic Forgetting in Large Language Models	2025	EXCLUDE	TIER_3	3	0		M05	S11	-0.012666	-0.06223
audited	semantic	w_92e7bb6a674a7aa3	How Attention Sinks Emerge in Large Language Models: An Interpretability Perspective	2026	EXCLUDE	TIER_3	2	1	SCALING	M02	S04	0.020847	0.108413
audited	semantic	w_8d71fca6fabfe6c0	How do language models learn facts? Dynamics, curricula and hallucinations	2025	INCLUDE	TIER_2	1	2	SCALING,NOVEL_BASIS	M09	S23	0.060595	0.018653
audited	semantic	w_83ff2605b95d13cd	How Do LLMs Acquire New Knowledge? A Knowledge Circuits Perspective on Continual Pre-Training	2025	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M09	S23	0.140423	0.096608
audited	semantic	w_988674ea0e8c1cb7	How Does Controllability Emerge In Language Models During Pretraining?	2025	INCLUDE	TIER_2	1	2	SCALING,COMPRESSION	M09	S23	-0.001609	-0.020471
audited	semantic	w_6d9aedbcf0365751	How Does Unfaithful Reasoning Emerge from Autoregressive Training? A Study of Synthetic Experiments	2026	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M03	S05	-0.089278	-0.086857
audited	semantic	w_c0722915b2be1f88	How to Tame Grokking: Representation Geometry as a Control Signal	2026	INCLUDE	TIER_1	2	3	SCALING,COMPRESSION,CRITICALITY	M06	S14	0.138981	0.115654
audited	semantic	w_e93a08062ac7d030	How Transformers Learn Causal Structure with Gradient Descent	2024	INCLUDE	TIER_2	2	2	SCALING,NOVEL_BASIS	M01	S02	0.077796	0.086006
audited	semantic	w_e929aef5f663e086	How Transformers Learn Regular Language Recognition: A Theoretical Study on Training Dynamics and Implicit Bias	2025	EXCLUDE	TIER_3	1	1	SCALING	M02	S03	0.048772	-0.012084
audited	semantic	w_3addefc2ae588ee1	How Transformers Learn to Plan via Multi-Token Prediction	2026	INCLUDE	TIER_2	1	2	SCALING,NOVEL_BASIS	M01	S02	0.172808	0.042966
audited	semantic	w_6fc4c4ab9c9916f7	Hysteresis, neural avalanches, and critical behavior near a first-order transition of a spiking neural network	2018	INCLUDE	TIER_2	3	2	SCALING,CRITICALITY	M08	S21	0.057166	0.130051
audited	semantic	w_4c4c957af0f57b2d	Identifying Semantic Induction Heads to Understand In-Context Learning	2024	EXCLUDE	TIER_3	0	0		M05	S08	0.049901	0.168441
audited	semantic	w_86f10686a7226020	ILDR: Geometric Early Detection of Grokking	2026	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M06	S14	0.16293	0.006988
audited	semantic	w_27485161163b4c42	Information-Theoretic Progress Measures reveal Grokking is an Emergent Phase Transition	2024	EXCLUDE	TIER_3	2	1	SCALING	M06	S14	0.149414	0.010435
audited	semantic	w_0f0102a18c705ec7	Interpreting Emergent Features in Deep Learning-based Side-channel Analysis	2025	EXCLUDE	TIER_3	3	1	SCALING	M03	S06	-0.104113	-0.08112
audited	semantic	w_ad515c0bfb86662d	Interpreting Emergent Planning in Model-Free Reinforcement Learning	2025	EXCLUDE	TIER_3	1	1	COMPRESSION	M03	S05	0.022033	0.095768
audited	semantic	w_4c22283998c8f0ca	Interpreting Physics in Video World Models	2026	EXCLUDE	TIER_3	4	0		M10	S24	0.069768	0.152834
audited	semantic	w_529fa77099ab7d4e	Intrinsic excitability mechanisms of neuronal ensemble formation	2020	EXCLUDE	TIER_3	1	0		M08	S21	0.093901	0.119175
audited	semantic	w_24c53f7838cefa65	Intrinsic Guardrails: How Semantic Geometry of Personality Interacts with Emergent Misalignment in LLMs	2026	EXCLUDE	TIER_3	2	0		M05	S11	-0.170178	-0.096293
audited	semantic	w_667c790db241c1aa	Intrinsic Task Symmetry Drives Generalization in Algorithmic Tasks	2026	EXCLUDE	TIER_3	4	1	SCALING	M06	S14	-0.004014	-0.124979
audited	semantic	w_c220d86171080ff7	Investigating the impact of low to moderate level label noise on Neural Network grokking dynamics	2025	EXCLUDE	TIER_3	2	0		M06	S12	0.165113	0.067691
audited	semantic	w_7ff07b360090f82a	Is Grokking Worthwhile? Functional Analysis and Transferability of Generalization Circuits in Transformers	2026	EXCLUDE	TIER_3	3	0		M06	S12	-0.066697	-0.137373
audited	semantic	w_c053dda032e0c8cc	Is Random Attention Sufficient for Sequence Modeling? Disentangling Trainable Components in the Transformer	2025	INCLUDE	TIER_2	1	2	SCALING,NOVEL_BASIS	M01	S02	0.065475	0.085914
audited	semantic	w_28c10566bff3c19f	Language Models Grow Less Humanlike beyond Phase Transition	2025	EXCLUDE	TIER_3	2	1	SCALING	M02	S04	0.052708	0.173135
audited	semantic	w_9cb7d6dc1b5717cd	Late-Stage Generalization Collapse in Grokking: Detecting anti-grokking with Weightwatcher	2026	EXCLUDE	TIER_3	1	0		M06	S12	0.231993	0.140511
audited	semantic	w_01e15d37549ba1fc	Latent Algorithmic Structure Precedes Grokking: A Mechanistic Study of ReLU MLPs on Modular Arithmetic	2026	INCLUDE	TIER_2	2	2	SCALING,NOVEL_BASIS	M06	S13	0.204726	0.225841
audited	semantic	w_803c8143ecd499c2	Latent Feature Transformation for Emergent Task Performance in Large Language Models	2024	EXCLUDE		3	0		M05	S08	0.053162	0.113418
audited	semantic	w_f02966985885da33	Latent State Models of Training Dynamics	2023	EXCLUDE	TIER_3	3	0		M03	S06	-0.121803	-0.191958
audited	semantic	w_b9374a286a73fd88	Layer Specialization Underlying Compositional Reasoning in Transformers	2025	EXCLUDE	TIER_3	2	0		M01	S02	0.169866	-0.086004
audited	semantic	w_500a287f07071ec8	Learning Modular Exponentiation with Transformers	2025	EXCLUDE	TIER_3	2	0		M06	S13	-0.072449	0.210653
audited	semantic	w_d930a0988351d6a9	Learning stochastic dynamics and predicting emergent behavior using transformers	2024	EXCLUDE	TIER_3	2	0		M02	S03	0.140274	0.114542
audited	semantic	w_1414f43f732405e6	Learning through atypical phase transitions in overparameterized neural networks	2022	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M07	S17	0.129139	0.146691
audited	semantic	w_6408d8e4b06627c9	Learning to grok: Emergence of in-context learning and skill composition in modular arithmetic tasks	2024	EXCLUDE	TIER_3	2	1	SCALING	M05	S11	-0.043931	-0.141725
audited	semantic	w_87dd30b387a36df9	Learning to select computations in recurrent neural circuits	2026	EXCLUDE		1	0		M08	S20	0.060677	0.121275
audited	semantic	w_8ab30e3889d447fc	Learning Towards Emergence: Paving the Way to Induce Emergence by Inhibiting Monosemantic Neurons on Pre-trained Models	2025	EXCLUDE	TIER_3	2	1	SCALING	M02	S04	-0.044514	0.008918
